id,eg_source,eg_title,eg_link,json
155,reuters,Understanding Brexit: The Event that Led to UK to a Brexit Impasse,https://graphics.reuters.com/BRITAIN-EU/0100B2EP1LV/index.html,"    {'id':155,'eg_title':Understanding Brexit: The Event that Led to UK to a Brexit Impasse,'eg_source':reuters,'eg_link':https://graphics.reuters.com/BRITAIN-EU/0100B2EP1LV/index.html},"
156,reuters,How Joe Biden Won the U.S. Presidential Election,https://graphics.reuters.com/USA-ELECTION/RESULTS/jznvnjyjzvl/index.html,"    {'id':156,'eg_title':How Joe Biden Won the U.S. Presidential Election,'eg_source':reuters,'eg_link':https://graphics.reuters.com/USA-ELECTION/RESULTS/jznvnjyjzvl/index.html},"
157,reuters,Speed and Trust,https://graphics.reuters.com/HEALTH-CORONAVIRUS/VACCINE-ROLLOUT/rlgvdegqqpo/index.html,"    {'id':157,'eg_title':Speed and Trust,'eg_source':reuters,'eg_link':https://graphics.reuters.com/HEALTH-CORONAVIRUS/VACCINE-ROLLOUT/rlgvdegqqpo/index.html},"
158,reuters,"Cannabis Entrepreneurs, Celebrity Investors Light Up as Legalization Blooms",https://graphics.reuters.com/CANNABIS-TECH/qzjpqlwgqvx/index.html,"    {'id':158,'eg_title':Cannabis Entrepreneurs, Celebrity Investors Light Up as Legalization Blooms,'eg_source':reuters,'eg_link':https://graphics.reuters.com/CANNABIS-TECH/qzjpqlwgqvx/index.html},"
159,reuters,The Fed Shifts Into Neutral,https://graphics.reuters.com/USA-FED-NEUTRAL/0100710J22Z/index.html,"    {'id':159,'eg_title':The Fed Shifts Into Neutral,'eg_source':reuters,'eg_link':https://graphics.reuters.com/USA-FED-NEUTRAL/0100710J22Z/index.html},"
160,reuters,Apple Hits $1 Trillion Stock Valuation,https://graphics.reuters.com/APPLE-STOCKS-TRILLION/010071L931X/index.html,"    {'id':160,'eg_title':Apple Hits $1 Trillion Stock Valuation,'eg_source':reuters,'eg_link':https://graphics.reuters.com/APPLE-STOCKS-TRILLION/010071L931X/index.html},"
161,reuters,What If All The Ice Melted?,https://graphics.reuters.com/CLIMATECHANGE-GREENLAND-SEALEVELS/010080F60WR/index.html,"    {'id':161,'eg_title':What If All The Ice Melted?,'eg_source':reuters,'eg_link':https://graphics.reuters.com/CLIMATECHANGE-GREENLAND-SEALEVELS/010080F60WR/index.html},"
162,the guardian,Premier League summer transfers 2015 – in numbers,https://www.theguardian.com/football/datablog/2015/aug/07/premier-league-summer-transfers-2015-numbers?CMP=twt_b-gdndata,"    {'id':162,'eg_title':Premier League summer transfers 2015 – in numbers,'eg_source':the guardian,'eg_link':https://www.theguardian.com/football/datablog/2015/aug/07/premier-league-summer-transfers-2015-numbers?CMP=twt_b-gdndata},"
163,the guardian,When Will Your Parents Die? The Factors That Make the Difference in America,https://www.theguardian.com/news/datablog/2020/jan/19/poor-and-black-americans-more-likely-to-experience-death-parent-younger-age?utm_source=dlvr.it&utm_medium=twitter,"    {'id':163,'eg_title':When Will Your Parents Die? The Factors That Make the Difference in America,'eg_source':the guardian,'eg_link':https://www.theguardian.com/news/datablog/2020/jan/19/poor-and-black-americans-more-likely-to-experience-death-parent-younger-age?utm_source=dlvr.it&utm_medium=twitter},"
164,the guardian,Data Reveals Australia’s New International Arrivals Cap Is Harshest Yet,https://www.theguardian.com/news/datablog/2021/jul/07/australias-travel-restrictions-how-the-cap-on-international-arrivals-has-changed,"    {'id':164,'eg_title':Data Reveals Australia’s New International Arrivals Cap Is Harshest Yet,'eg_source':the guardian,'eg_link':https://www.theguardian.com/news/datablog/2021/jul/07/australias-travel-restrictions-how-the-cap-on-international-arrivals-has-changed},"
165,the guardian,Italy Crush England’s Dreams After Winning Euro 2020 On Penalties,https://www.theguardian.com/football/2021/jul/11/italy-crush-england-dreams-after-winning-euro-2020-on-penalties,"    {'id':165,'eg_title':Italy Crush England’s Dreams After Winning Euro 2020 On Penalties,'eg_source':the guardian,'eg_link':https://www.theguardian.com/football/2021/jul/11/italy-crush-england-dreams-after-winning-euro-2020-on-penalties},"
166,the guardian,Ugandan Minister Blames West For Covid Vaccine Shortage,https://www.theguardian.com/world/2021/jul/11/ugandan-minister-blames-west-for-countrys-covid-vaccine-shortage,"    {'id':166,'eg_title':Ugandan Minister Blames West For Covid Vaccine Shortage,'eg_source':the guardian,'eg_link':https://www.theguardian.com/world/2021/jul/11/ugandan-minister-blames-west-for-countrys-covid-vaccine-shortage},"
167,the guardian,‘They Will Never Let Go’: Isis Fighters Regroup In the Heart of Iraq,https://www.theguardian.com/world/2021/jul/11/isis-fighters-regroup-in-the-heart-of-iraq,"    {'id':167,'eg_title':‘They Will Never Let Go’: Isis Fighters Regroup In the Heart of Iraq,'eg_source':the guardian,'eg_link':https://www.theguardian.com/world/2021/jul/11/isis-fighters-regroup-in-the-heart-of-iraq},"
168,the pudding,The Emotional GIF Range of Celebs,https://pudding.cool/2020/03/gifs/,"    {'id':168,'eg_title':The Emotional GIF Range of Celebs,'eg_source':the pudding,'eg_link':https://pudding.cool/2020/03/gifs/},"
169,the pudding,The Timing of Baby Making,https://pudding.cool/2017/05/births/,"    {'id':169,'eg_title':The Timing of Baby Making,'eg_source':the pudding,'eg_link':https://pudding.cool/2017/05/births/},"
170,the pudding,How Many Artists Overshadow Their Band After Going Solo?,https://pudding.cool/2021/04/solo/,"    {'id':170,'eg_title':How Many Artists Overshadow Their Band After Going Solo?,'eg_source':the pudding,'eg_link':https://pudding.cool/2021/04/solo/},"
171,the pudding,Every Time Someone Says “cool” in Community,https://pudding.cool/2021/01/cool/,"    {'id':171,'eg_title':Every Time Someone Says “cool” in Community,'eg_source':the pudding,'eg_link':https://pudding.cool/2021/01/cool/},"
172,the pudding,Film Or Digital?,https://pudding.cool/2018/08/filmordigital/,"    {'id':172,'eg_title':Film Or Digital?,'eg_source':the pudding,'eg_link':https://pudding.cool/2018/08/filmordigital/},"
173,the pudding,The Structure of Stand-Up Comedy,https://pudding.cool/2018/02/stand-up/,"    {'id':173,'eg_title':The Structure of Stand-Up Comedy,'eg_source':the pudding,'eg_link':https://pudding.cool/2018/02/stand-up/},"
174,the pudding,The Structure of Stand-Up Comedy,https://pudding.cool/2018/02/stand-up/,"    {'id':174,'eg_title':The Structure of Stand-Up Comedy,'eg_source':the pudding,'eg_link':https://pudding.cool/2018/02/stand-up/},"
175,the pudding,"Listen to Her:
Gender on This American Life",https://pudding.cool/2017/09/this-american-life/,"    {'id':175,'eg_title':Listen to Her:
Gender on This American Life,'eg_source':the pudding,'eg_link':https://pudding.cool/2017/09/this-american-life/},"
176,the pudding,"Listen to Her:
Gender on This American Life",https://pudding.cool/2017/09/this-american-life/,"    {'id':176,'eg_title':Listen to Her:
Gender on This American Life,'eg_source':the pudding,'eg_link':https://pudding.cool/2017/09/this-american-life/},"
177,the pudding,"Listen to Her:
Gender on This American Life",https://pudding.cool/2017/09/this-american-life/,"    {'id':177,'eg_title':Listen to Her:
Gender on This American Life,'eg_source':the pudding,'eg_link':https://pudding.cool/2017/09/this-american-life/},"
178,the pudding,"She Giggles, He Gallops",https://pudding.cool/2017/08/screen-direction/,"    {'id':178,'eg_title':She Giggles, He Gallops,'eg_source':the pudding,'eg_link':https://pudding.cool/2017/08/screen-direction/},"
179,the pudding,The Naked Truth,https://pudding.cool/2021/03/foundation-names/,"    {'id':179,'eg_title':The Naked Truth,'eg_source':the pudding,'eg_link':https://pudding.cool/2021/03/foundation-names/},"
180,the pudding,The Naked Truth,https://pudding.cool/2021/03/foundation-names/,"    {'id':180,'eg_title':The Naked Truth,'eg_source':the pudding,'eg_link':https://pudding.cool/2021/03/foundation-names/},"
181,the pudding,The Most Negative Characters,https://pudding.cool/2017/08/the-office/,"    {'id':181,'eg_title':The Most Negative Characters,'eg_source':the pudding,'eg_link':https://pudding.cool/2017/08/the-office/},"
182,the pudding,"A Brief History of The Past
100 YEARS",https://pudding.cool/2018/12/brief-history/,"    {'id':182,'eg_title':A Brief History of The Past
100 YEARS,'eg_source':the pudding,'eg_link':https://pudding.cool/2018/12/brief-history/},"
183,the pudding,What Does the Path to Fame Look Like?,https://pudding.cool/2018/10/wiki-breakout/,"    {'id':183,'eg_title':What Does the Path to Fame Look Like?,'eg_source':the pudding,'eg_link':https://pudding.cool/2018/10/wiki-breakout/},"
184,the pudding,What Does the Path to Fame Look Like?,https://pudding.cool/2018/10/wiki-breakout/,"    {'id':184,'eg_title':What Does the Path to Fame Look Like?,'eg_source':the pudding,'eg_link':https://pudding.cool/2018/10/wiki-breakout/},"
185,the pudding,What Does the Path to Fame Look Like?,https://pudding.cool/2018/10/wiki-breakout/,"    {'id':185,'eg_title':What Does the Path to Fame Look Like?,'eg_source':the pudding,'eg_link':https://pudding.cool/2018/10/wiki-breakout/},"
186,the pudding,The Birthday Paradox Experiment ,https://pudding.cool/2018/04/birthday-paradox/,"    {'id':186,'eg_title':The Birthday Paradox Experiment ,'eg_source':the pudding,'eg_link':https://pudding.cool/2018/04/birthday-paradox/},"
187,the pudding,The Largest Vocabulary In Hip Hop,https://pudding.cool/projects/vocabulary/,"    {'id':187,'eg_title':The Largest Vocabulary In Hip Hop,'eg_source':the pudding,'eg_link':https://pudding.cool/projects/vocabulary/},"
188,the pudding,Human Terrain,https://pudding.cool/2018/10/city_3d/,"    {'id':188,'eg_title':Human Terrain,'eg_source':the pudding,'eg_link':https://pudding.cool/2018/10/city_3d/},"
189,the pudding,Human Terrain,https://pudding.cool/2018/10/city_3d/,"    {'id':189,'eg_title':Human Terrain,'eg_source':the pudding,'eg_link':https://pudding.cool/2018/10/city_3d/},"
190,the pudding,Women's Pockets are Inferior.,https://pudding.cool/2018/08/pockets/,"    {'id':190,'eg_title':Women's Pockets are Inferior.,'eg_source':the pudding,'eg_link':https://pudding.cool/2018/08/pockets/},"
191,the pudding,Get Out Of Your Geographic Music Bubble,https://pudding.cool/2021/04/music-bubble/,"    {'id':191,'eg_title':Get Out Of Your Geographic Music Bubble,'eg_source':the pudding,'eg_link':https://pudding.cool/2021/04/music-bubble/},"
192,the pudding,How Many High School Stars Make it in the NBA?,https://pudding.cool/2019/03/hype/,"    {'id':192,'eg_title':How Many High School Stars Make it in the NBA?,'eg_source':the pudding,'eg_link':https://pudding.cool/2019/03/hype/},"
193,the pudding,The Historical Cost of Light,https://pudding.cool/2020/12/lighting-cost/,"    {'id':193,'eg_title':The Historical Cost of Light,'eg_source':the pudding,'eg_link':https://pudding.cool/2020/12/lighting-cost/},"
194,the pudding,How Officer Complaints Are Investigated: A Case Study of Philadelphia Police,https://pudding.cool/2020/10/police-misconduct/,"    {'id':194,'eg_title':How Officer Complaints Are Investigated: A Case Study of Philadelphia Police,'eg_source':the pudding,'eg_link':https://pudding.cool/2020/10/police-misconduct/},"
195,the pudding,How Officer Complaints Are Investigated: A Case Study of Philadelphia Police,https://pudding.cool/2020/10/police-misconduct/,"    {'id':195,'eg_title':How Officer Complaints Are Investigated: A Case Study of Philadelphia Police,'eg_source':the pudding,'eg_link':https://pudding.cool/2020/10/police-misconduct/},"
196,the pudding,How Officer Complaints Are Investigated: A Case Study of Philadelphia Police,https://pudding.cool/2020/10/police-misconduct/,"    {'id':196,'eg_title':How Officer Complaints Are Investigated: A Case Study of Philadelphia Police,'eg_source':the pudding,'eg_link':https://pudding.cool/2020/10/police-misconduct/},"
197,the pudding,"How Rigid Is The Middle Class in The US, Really?",https://pudding.cool/2020/08/income/,"    {'id':197,'eg_title':How Rigid Is The Middle Class in The US, Really?,'eg_source':the pudding,'eg_link':https://pudding.cool/2020/08/income/},"
198,the pudding,"How Rigid Is The Middle Class in The US, Really?",https://pudding.cool/2020/08/income/,"    {'id':198,'eg_title':How Rigid Is The Middle Class in The US, Really?,'eg_source':the pudding,'eg_link':https://pudding.cool/2020/08/income/},"
199,the pudding,The Kim Foxx Effect,https://pudding.cool/2019/10/prosecutors/,"    {'id':199,'eg_title':The Kim Foxx Effect,'eg_source':the pudding,'eg_link':https://pudding.cool/2019/10/prosecutors/},"
200,the pudding,The Kim Foxx Effect,https://pudding.cool/2019/10/prosecutors/,"    {'id':200,'eg_title':The Kim Foxx Effect,'eg_source':the pudding,'eg_link':https://pudding.cool/2019/10/prosecutors/},"
201,the pudding,The Kim Foxx Effect,https://pudding.cool/2019/10/prosecutors/,"    {'id':201,'eg_title':The Kim Foxx Effect,'eg_source':the pudding,'eg_link':https://pudding.cool/2019/10/prosecutors/},"
202,the pudding,The Language Of Congress,https://congress.pudding.cool/,"    {'id':202,'eg_title':The Language Of Congress,'eg_source':the pudding,'eg_link':https://congress.pudding.cool/},"
203,the pudding,"The Good, the Rad, and the Gnarly",https://pudding.cool/2018/06/skate-music/,"    {'id':203,'eg_title':The Good, the Rad, and the Gnarly,'eg_source':the pudding,'eg_link':https://pudding.cool/2018/06/skate-music/},"
204,the pudding,"The Good, the Rad, and the Gnarly",https://pudding.cool/2018/06/skate-music/,"    {'id':204,'eg_title':The Good, the Rad, and the Gnarly,'eg_source':the pudding,'eg_link':https://pudding.cool/2018/06/skate-music/},"
205,the pudding,One-Hit Wonders in Sports,https://pudding.cool/2018/04/one-hit-wonders/,"    {'id':205,'eg_title':One-Hit Wonders in Sports,'eg_source':the pudding,'eg_link':https://pudding.cool/2018/04/one-hit-wonders/},"
206,the pudding,One-Hit Wonders in Sports,https://pudding.cool/2018/04/one-hit-wonders/,"    {'id':206,'eg_title':One-Hit Wonders in Sports,'eg_source':the pudding,'eg_link':https://pudding.cool/2018/04/one-hit-wonders/},"
207,the pudding,The Most Common Contraceptive Combinations,https://pudding.cool/2018/07/birth_control/,"    {'id':207,'eg_title':The Most Common Contraceptive Combinations,'eg_source':the pudding,'eg_link':https://pudding.cool/2018/07/birth_control/},"
208,the pudding,10 Things Everyone Hates About You,https://pudding.cool/2017/12/hater/,"    {'id':208,'eg_title':10 Things Everyone Hates About You,'eg_source':the pudding,'eg_link':https://pudding.cool/2017/12/hater/},"
209,the pudding,10 Things Everyone Hates About You,https://pudding.cool/2017/12/hater/,"    {'id':209,'eg_title':10 Things Everyone Hates About You,'eg_source':the pudding,'eg_link':https://pudding.cool/2017/12/hater/},"
210,the pudding,10 Things Everyone Hates About You,https://pudding.cool/2017/12/hater/,"    {'id':210,'eg_title':10 Things Everyone Hates About You,'eg_source':the pudding,'eg_link':https://pudding.cool/2017/12/hater/},"
211,the pudding,Craft beer — so hot right now. But what city is the microbrew capital of the US?,https://pudding.cool/2017/04/beer/,"    {'id':211,'eg_title':Craft beer — so hot right now. But what city is the microbrew capital of the US?,'eg_source':the pudding,'eg_link':https://pudding.cool/2017/04/beer/},"
212,the pudding,Free Willy and Flipper by the Numbers,https://pudding.cool/2017/07/cetaceans/,"    {'id':212,'eg_title':Free Willy and Flipper by the Numbers,'eg_source':the pudding,'eg_link':https://pudding.cool/2017/07/cetaceans/},"
213,unicef,Children and the Sustainable Development Goals.,https://www.rightcolours.com/projects/unicef-children-and-the-sustainable-development-goals,"    {'id':213,'eg_title':Children and the Sustainable Development Goals.,'eg_source':unicef,'eg_link':https://www.rightcolours.com/projects/unicef-children-and-the-sustainable-development-goals},"
214,unicef,Children and the Sustainable Development Goals.,https://www.rightcolours.com/projects/unicef-children-and-the-sustainable-development-goals,"    {'id':214,'eg_title':Children and the Sustainable Development Goals.,'eg_source':unicef,'eg_link':https://www.rightcolours.com/projects/unicef-children-and-the-sustainable-development-goals},"
215,unicef,Together Against Coronavirus. UNICEF continues to deliver professional protective supplies to Armenia,https://www.unicef.org/armenia/en/press-releases/together-against-coronavirus-unicef-continues-deliver-professional-protective,"    {'id':215,'eg_title':Together Against Coronavirus. UNICEF continues to deliver professional protective supplies to Armenia,'eg_source':unicef,'eg_link':https://www.unicef.org/armenia/en/press-releases/together-against-coronavirus-unicef-continues-deliver-professional-protective},"
216,unicef,World Toilet Day,https://twitter.com/UNICEFUSA/status/270604892454936576/photo/1,"    {'id':216,'eg_title':World Toilet Day,'eg_source':unicef,'eg_link':https://twitter.com/UNICEFUSA/status/270604892454936576/photo/1},"
217,unicef,The Practice of Handwashing with Soap in India in not wide spread,https://www.pinterest.com/pin/207517495301397992/,"    {'id':217,'eg_title':The Practice of Handwashing with Soap in India in not wide spread,'eg_source':unicef,'eg_link':https://www.pinterest.com/pin/207517495301397992/},"
218,unicef,Levels and Trends in Child Malnutrition,https://www.unicef.org/reports/joint-child-malnutrition-estimates-levels-and-trends-child-malnutrition-2020,"    {'id':218,'eg_title':Levels and Trends in Child Malnutrition,'eg_source':unicef,'eg_link':https://www.unicef.org/reports/joint-child-malnutrition-estimates-levels-and-trends-child-malnutrition-2020},"
219,vox,Why you can't compare Covid-19 vaccines,https://www.youtube.com/watch?v=K3odScka55A,"    {'id':219,'eg_title':Why you can't compare Covid-19 vaccines,'eg_source':vox,'eg_link':https://www.youtube.com/watch?v=K3odScka55A},"
220,vox,Texas's power disaster is a warning sign for the US,https://www.youtube.com/watch?v=Zcrsgdl_hP0,"    {'id':220,'eg_title':Texas's power disaster is a warning sign for the US,'eg_source':vox,'eg_link':https://www.youtube.com/watch?v=Zcrsgdl_hP0},"
221,vox,Texas's power disaster is a warning sign for the US,https://www.youtube.com/watch?v=Zcrsgdl_hP0,"    {'id':221,'eg_title':Texas's power disaster is a warning sign for the US,'eg_source':vox,'eg_link':https://www.youtube.com/watch?v=Zcrsgdl_hP0},"
222,vox,How the rich avoid paying taxes,https://www.youtube.com/watch?v=t6V9i8fFADI,"    {'id':222,'eg_title':How the rich avoid paying taxes,'eg_source':vox,'eg_link':https://www.youtube.com/watch?v=t6V9i8fFADI},"
223,vox,How the rich avoid paying taxes,https://www.youtube.com/watch?v=t6V9i8fFADI,"    {'id':223,'eg_title':How the rich avoid paying taxes,'eg_source':vox,'eg_link':https://www.youtube.com/watch?v=t6V9i8fFADI},"
224,vox,How the rich avoid paying taxes,https://www.youtube.com/watch?v=t6V9i8fFADI,"    {'id':224,'eg_title':How the rich avoid paying taxes,'eg_source':vox,'eg_link':https://www.youtube.com/watch?v=t6V9i8fFADI},"
225,vox,How the rich avoid paying taxes,https://www.youtube.com/watch?v=t6V9i8fFADI,"    {'id':225,'eg_title':How the rich avoid paying taxes,'eg_source':vox,'eg_link':https://www.youtube.com/watch?v=t6V9i8fFADI},"
226,vox,"The Electoral College, explained",https://www.youtube.com/watch?v=ajavsMbCapY&list=PLJ8cMiYb3G5eKjlXtsOo6SDi2ZvcHQ69q,"    {'id':226,'eg_title':The Electoral College, explained,'eg_source':vox,'eg_link':https://www.youtube.com/watch?v=ajavsMbCapY&list=PLJ8cMiYb3G5eKjlXtsOo6SDi2ZvcHQ69q},"
227,vox,"The Electoral College, explained",https://www.youtube.com/watch?v=ajavsMbCapY&list=PLJ8cMiYb3G5eKjlXtsOo6SDi2ZvcHQ69q,"    {'id':227,'eg_title':The Electoral College, explained,'eg_source':vox,'eg_link':https://www.youtube.com/watch?v=ajavsMbCapY&list=PLJ8cMiYb3G5eKjlXtsOo6SDi2ZvcHQ69q},"
228,vox,"The Electoral College, explained",https://www.youtube.com/watch?v=ajavsMbCapY&list=PLJ8cMiYb3G5eKjlXtsOo6SDi2ZvcHQ69q,"    {'id':228,'eg_title':The Electoral College, explained,'eg_source':vox,'eg_link':https://www.youtube.com/watch?v=ajavsMbCapY&list=PLJ8cMiYb3G5eKjlXtsOo6SDi2ZvcHQ69q},"
229,wsj,"South and West to Gain Power in House of Representatives, Expected to Favor Republicans",https://twitter.com/WSJGraphics/status/1387234209924849664,"    {'id':229,'eg_title':South and West to Gain Power in House of Representatives, Expected to Favor Republicans,'eg_source':wsj,'eg_link':https://twitter.com/WSJGraphics/status/1387234209924849664},"
230,wsj,Joe Biden will be the next president of the United States after crossing 270 electoral votes,https://twitter.com/WSJGraphics/status/1325122733181558786/photo/1,"    {'id':230,'eg_title':Joe Biden will be the next president of the United States after crossing 270 electoral votes,'eg_source':wsj,'eg_link':https://twitter.com/WSJGraphics/status/1325122733181558786/photo/1},"
231,wsj,"Less Savings, More Debt: How Chinese Manage Money American-Style, in 17 Charts",https://twitter.com/WSJGraphics/status/1189586963831181312,"    {'id':231,'eg_title':Less Savings, More Debt: How Chinese Manage Money American-Style, in 17 Charts,'eg_source':wsj,'eg_link':https://twitter.com/WSJGraphics/status/1189586963831181312},"
232,wsj,Older Voters in Florida Could Be Key to the 2020 Election,https://www.wsj.com/graphics/election-2020-florida-older-voters/?mod=e2twg,"    {'id':232,'eg_title':Older Voters in Florida Could Be Key to the 2020 Election,'eg_source':wsj,'eg_link':https://www.wsj.com/graphics/election-2020-florida-older-voters/?mod=e2twg},"
233,wsj,Floating Giant,https://twitter.com/WSJGraphics/status/1297891401380888577,"    {'id':233,'eg_title':Floating Giant,'eg_source':wsj,'eg_link':https://twitter.com/WSJGraphics/status/1297891401380888577},"
234,wsj,Mobile Phone Signal U.S. Troop Movements,https://twitter.com/WSJGraphics/status/1386782938575036417,"    {'id':234,'eg_title':Mobile Phone Signal U.S. Troop Movements,'eg_source':wsj,'eg_link':https://twitter.com/WSJGraphics/status/1386782938575036417},"
235,wsj,Coinbase CEO Takes Crypto Exchange Public After Bringing Bitcoin to Masses,https://twitter.com/WSJGraphics/status/1382371618643714056,"    {'id':235,'eg_title':Coinbase CEO Takes Crypto Exchange Public After Bringing Bitcoin to Masses,'eg_source':wsj,'eg_link':https://twitter.com/WSJGraphics/status/1382371618643714056},"
236,wsj,"Pfizer, BioNTech Covid-19 Vaccine Is Authorized in the U.S.",https://twitter.com/TaylorUmlauf/status/1337590663525916676,"    {'id':236,'eg_title':Pfizer, BioNTech Covid-19 Vaccine Is Authorized in the U.S.,'eg_source':wsj,'eg_link':https://twitter.com/TaylorUmlauf/status/1337590663525916676},"
237,wsj,Key Features of the Spike Protein,https://twitter.com/WSJGraphics/status/1363921355603914754,"    {'id':237,'eg_title':Key Features of the Spike Protein,'eg_source':wsj,'eg_link':https://twitter.com/WSJGraphics/status/1363921355603914754},"
238,wsj,"Pfizer, BioNTech Covid-19 Vaccine Is Authorized in the U.S.",https://twitter.com/WSJGraphics/status/1337761351620567041,"    {'id':238,'eg_title':Pfizer, BioNTech Covid-19 Vaccine Is Authorized in the U.S.,'eg_source':wsj,'eg_link':https://twitter.com/WSJGraphics/status/1337761351620567041},"
239,economist,Our house-price forecast expects the global rally to lose steam,https://www.economist.com/graphic-detail/2021/04/10/our-house-price-forecast-expects-the-global-rally-to-lose-steam,"    {'id':239,'eg_title':Our house-price forecast expects the global rally to lose steam,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2021/04/10/our-house-price-forecast-expects-the-global-rally-to-lose-steam},"
240,economist,The jumbo traffic jam on the Suez Canal,https://www.economist.com/graphic-detail/2021/03/24/the-jumbo-traffic-jam-on-the-suez-canal,"    {'id':240,'eg_title':The jumbo traffic jam on the Suez Canal,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2021/03/24/the-jumbo-traffic-jam-on-the-suez-canal},"
241,economist,Data on inbred nobles support a leader-driven theory of history,https://www.economist.com/graphic-detail/2021/02/20/data-on-inbred-nobles-support-a-leader-driven-theory-of-history,"    {'id':241,'eg_title':Data on inbred nobles support a leader-driven theory of history,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2021/02/20/data-on-inbred-nobles-support-a-leader-driven-theory-of-history},"
242,economist,The Trump administration takes grey wolves off the endangered list,https://www.economist.com/graphic-detail/2020/11/20/the-trump-administration-takes-grey-wolves-off-the-endangered-list,"    {'id':242,'eg_title':The Trump administration takes grey wolves off the endangered list,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2020/11/20/the-trump-administration-takes-grey-wolves-off-the-endangered-list},"
243,economist,The US 2020 election results,https://www.economist.com/graphic-detail/2020/11/03/the-us-2020-election-results,"    {'id':243,'eg_title':The US 2020 election results,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2020/11/03/the-us-2020-election-results},"
244,economist,Postal voting could put America’s Democrats at a disadvantage,https://www.economist.com/graphic-detail/2020/10/24/postal-voting-could-put-americas-democrats-at-a-disadvantage,"    {'id':244,'eg_title':Postal voting could put America’s Democrats at a disadvantage,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2020/10/24/postal-voting-could-put-americas-democrats-at-a-disadvantage},"
245,economist,Some rich people are getting even richer during the pandemic,https://www.economist.com/graphic-detail/2020/10/23/some-rich-people-are-getting-even-richer-during-the-pandemic,"    {'id':245,'eg_title':Some rich people are getting even richer during the pandemic,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2020/10/23/some-rich-people-are-getting-even-richer-during-the-pandemic},"
246,economist,"Engineers, not racers, are the true drivers of success in motor sport",https://www.economist.com/graphic-detail/2020/10/17/engineers-not-racers-are-the-true-drivers-of-success-in-motor-sport,"    {'id':246,'eg_title':Engineers, not racers, are the true drivers of success in motor sport,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2020/10/17/engineers-not-racers-are-the-true-drivers-of-success-in-motor-sport},"
247,economist,Diseases like covid-19 are deadlier in non-democracies,https://www.economist.com/graphic-detail/2020/02/18/diseases-like-covid-19-are-deadlier-in-non-democracies,"    {'id':247,'eg_title':Diseases like covid-19 are deadlier in non-democracies,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2020/02/18/diseases-like-covid-19-are-deadlier-in-non-democracies},"
248,economist,A new study suggests that street gangs inflict broad economic harm,https://www.economist.com/graphic-detail/2020/01/11/a-new-study-suggests-that-street-gangs-inflict-broad-economic-harm,"    {'id':248,'eg_title':A new study suggests that street gangs inflict broad economic harm,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2020/01/11/a-new-study-suggests-that-street-gangs-inflict-broad-economic-harm},"
249,economist,Why friends like sloppily wrapped gifts,https://www.economist.com/graphic-detail/2019/12/25/why-friends-like-sloppily-wrapped-gifts,"    {'id':249,'eg_title':Why friends like sloppily wrapped gifts,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2019/12/25/why-friends-like-sloppily-wrapped-gifts},"
250,economist,Covid-19 vaccine donations have yet to take off,https://www.economist.com/graphic-detail/2021/05/05/covid-19-vaccine-donations-have-yet-to-take-off,"    {'id':250,'eg_title':Covid-19 vaccine donations have yet to take off,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2021/05/05/covid-19-vaccine-donations-have-yet-to-take-off},"
251,economist,Societies change their minds faster than people do,https://www.economist.com/graphic-detail/2019/10/31/societies-change-their-minds-faster-than-people-do,"    {'id':251,'eg_title':Societies change their minds faster than people do,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2019/10/31/societies-change-their-minds-faster-than-people-do},"
252,economist,Do safe-injection sites work?,https://www.economist.com/graphic-detail/2019/10/10/do-safe-injection-sites-work,"    {'id':252,'eg_title':Do safe-injection sites work?,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2019/10/10/do-safe-injection-sites-work},"
253,economist,David Cameron is Britain’s most disliked politician,https://www.economist.com/graphic-detail/2019/09/18/david-cameron-is-britains-most-disliked-politician,"    {'id':253,'eg_title':David Cameron is Britain’s most disliked politician,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2019/09/18/david-cameron-is-britains-most-disliked-politician},"
254,economist,Donald Trump’s dim decision to scrap Obama-era lightbulb rules,https://www.economist.com/graphic-detail/2019/09/09/donald-trumps-dim-decision-to-scrap-obama-era-lightbulb-rules,"    {'id':254,'eg_title':Donald Trump’s dim decision to scrap Obama-era lightbulb rules,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2019/09/09/donald-trumps-dim-decision-to-scrap-obama-era-lightbulb-rules},"
