id,eg_source,eg_title,eg_link,json
255,economist,Shipping logs show how quickly Arctic sea ice is melting,https://www.economist.com/graphic-detail/2019/08/13/shipping-logs-show-how-quickly-arctic-sea-ice-is-melting,"    {'id':255,'eg_title':Shipping logs show how quickly Arctic sea ice is melting,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2019/08/13/shipping-logs-show-how-quickly-arctic-sea-ice-is-melting},"
256,economist,The global slump in press freedom,https://www.economist.com/graphic-detail/2018/07/23/the-global-slump-in-press-freedom,"    {'id':256,'eg_title':The global slump in press freedom,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2018/07/23/the-global-slump-in-press-freedom},"
257,economist,Violent Islamist groups are gaining strength in Africa,https://www.economist.com/graphic-detail/2018/07/17/violent-islamist-groups-are-gaining-strength-in-africa,"    {'id':257,'eg_title':Violent Islamist groups are gaining strength in Africa,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2018/07/17/violent-islamist-groups-are-gaining-strength-in-africa},"
258,economist,Mammoth urban clusters are sprouting up all over China,https://www.economist.com/graphic-detail/2018/06/26/mammoth-urban-clusters-are-sprouting-up-all-over-china,"    {'id':258,'eg_title':Mammoth urban clusters are sprouting up all over China,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2018/06/26/mammoth-urban-clusters-are-sprouting-up-all-over-china},"
259,economist,80 years of summits in seven charts,https://www.economist.com/graphic-detail/2018/06/11/80-years-of-summits-in-seven-charts,"    {'id':259,'eg_title':80 years of summits in seven charts,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2018/06/11/80-years-of-summits-in-seven-charts},"
260,economist,Billions of women are denied the same choice of employment as men,https://www.economist.com/graphic-detail/2018/05/24/billions-of-women-are-denied-the-same-choice-of-employment-as-men,"    {'id':260,'eg_title':Billions of women are denied the same choice of employment as men,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2018/05/24/billions-of-women-are-denied-the-same-choice-of-employment-as-men},"
261,economist,Climate change will affect developing countries more than rich ones,https://www.economist.com/graphic-detail/2018/05/09/climate-change-will-affect-developing-countries-more-than-rich-ones,"    {'id':261,'eg_title':Climate change will affect developing countries more than rich ones,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2018/05/09/climate-change-will-affect-developing-countries-more-than-rich-ones},"
262,economist,Germany is becoming more open and more fragmented,https://www.economist.com/graphic-detail/2018/04/17/germany-is-becoming-more-open-and-more-fragmented,"    {'id':262,'eg_title':Germany is becoming more open and more fragmented,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2018/04/17/germany-is-becoming-more-open-and-more-fragmented},"
263,economist,Are alpha males worse investors?,https://www.economist.com/graphic-detail/2018/02/20/are-alpha-males-worse-investors,"    {'id':263,'eg_title':Are alpha males worse investors?,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2018/02/20/are-alpha-males-worse-investors},"
264,economist,Three landings and a take-off,https://www.economist.com/graphic-detail/2018/02/06/three-landings-and-a-take-off,"    {'id':264,'eg_title':Three landings and a take-off,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2018/02/06/three-landings-and-a-take-off},"
,economist,,,"    {'id':,'eg_title':,'eg_source':economist,'eg_link':},"
265,economist,Do safe-injection sites work?,https://www.economist.com/graphic-detail/2019/10/10/do-safe-injection-sites-work,"    {'id':265,'eg_title':Do safe-injection sites work?,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2019/10/10/do-safe-injection-sites-work},"
266,economist,David Cameron is Britain’s most disliked politician,https://www.economist.com/graphic-detail/2019/09/18/david-cameron-is-britains-most-disliked-politician,"    {'id':266,'eg_title':David Cameron is Britain’s most disliked politician,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2019/09/18/david-cameron-is-britains-most-disliked-politician},"
267,economist,"Donald Trump’s dim decision to scrap Obama-era lightbulb rules
",https://www.economist.com/graphic-detail/2019/09/09/donald-trumps-dim-decision-to-scrap-obama-era-lightbulb-rules,"    {'id':267,'eg_title':Donald Trump’s dim decision to scrap Obama-era lightbulb rules
,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2019/09/09/donald-trumps-dim-decision-to-scrap-obama-era-lightbulb-rules},"
268,economist,Shipping logs show how quickly Arctic sea ice is melting,https://www.economist.com/graphic-detail/2019/08/13/shipping-logs-show-how-quickly-arctic-sea-ice-is-melting,"    {'id':268,'eg_title':Shipping logs show how quickly Arctic sea ice is melting,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2019/08/13/shipping-logs-show-how-quickly-arctic-sea-ice-is-melting},"
269,economist,The global slump in press freedom,https://www.economist.com/graphic-detail/2018/07/23/the-global-slump-in-press-freedom,"    {'id':269,'eg_title':The global slump in press freedom,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2018/07/23/the-global-slump-in-press-freedom},"
270,economist,Violent Islamist groups are gaining strength in Africa,https://www.economist.com/graphic-detail/2018/07/17/violent-islamist-groups-are-gaining-strength-in-africa,"    {'id':270,'eg_title':Violent Islamist groups are gaining strength in Africa,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2018/07/17/violent-islamist-groups-are-gaining-strength-in-africa},"
271,economist,Mammoth urban clusters are sprouting up all over China,https://www.economist.com/graphic-detail/2018/06/26/mammoth-urban-clusters-are-sprouting-up-all-over-china,"    {'id':271,'eg_title':Mammoth urban clusters are sprouting up all over China,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2018/06/26/mammoth-urban-clusters-are-sprouting-up-all-over-china},"
272,economist,80 years of summits in seven charts,https://www.economist.com/graphic-detail/2018/06/11/80-years-of-summits-in-seven-charts,"    {'id':272,'eg_title':80 years of summits in seven charts,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2018/06/11/80-years-of-summits-in-seven-charts},"
273,economist,Billions of women are denied the same choice of employment as men,https://www.economist.com/graphic-detail/2018/05/24/billions-of-women-are-denied-the-same-choice-of-employment-as-men,"    {'id':273,'eg_title':Billions of women are denied the same choice of employment as men,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2018/05/24/billions-of-women-are-denied-the-same-choice-of-employment-as-men},"
274,economist,Climate change will affect developing countries more than rich ones,https://www.economist.com/graphic-detail/2018/05/09/climate-change-will-affect-developing-countries-more-than-rich-ones,"    {'id':274,'eg_title':Climate change will affect developing countries more than rich ones,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2018/05/09/climate-change-will-affect-developing-countries-more-than-rich-ones},"
275,economist,Germany is becoming more open and more fragmented,https://www.economist.com/graphic-detail/2018/04/17/germany-is-becoming-more-open-and-more-fragmented,"    {'id':275,'eg_title':Germany is becoming more open and more fragmented,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2018/04/17/germany-is-becoming-more-open-and-more-fragmented},"
276,economist,Are alpha males worse investors?,https://www.economist.com/graphic-detail/2018/02/20/are-alpha-males-worse-investors,"    {'id':276,'eg_title':Are alpha males worse investors?,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2018/02/20/are-alpha-males-worse-investors},"
277,economist,Three landings and a take-off,https://www.economist.com/graphic-detail/2018/02/06/three-landings-and-a-take-off,"    {'id':277,'eg_title':Three landings and a take-off,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2018/02/06/three-landings-and-a-take-off},"
,economist,,,"    {'id':,'eg_title':,'eg_source':economist,'eg_link':},"
278,economist,China powers ahead with a new direct-current infrastructure,https://www.economist.com/graphic-detail/2017/01/16/china-powers-ahead-with-a-new-direct-current-infrastructure,"    {'id':278,'eg_title':China powers ahead with a new direct-current infrastructure,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2017/01/16/china-powers-ahead-with-a-new-direct-current-infrastructure},"
279,economist,"Fidel Castro, 1926-2016",https://www.economist.com/graphic-detail/2016/11/26/fidel-castro-1926-2016,"    {'id':279,'eg_title':Fidel Castro, 1926-2016,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2016/11/26/fidel-castro-1926-2016},"
,economist,,,"    {'id':,'eg_title':,'eg_source':economist,'eg_link':},"
280,economist,How to find exoplanets,https://www.economist.com/graphic-detail/2016/08/25/how-to-find-exoplanets,"    {'id':280,'eg_title':How to find exoplanets,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2016/08/25/how-to-find-exoplanets},"
,economist,,,"    {'id':,'eg_title':,'eg_source':economist,'eg_link':},"
281,economist,A brief history of the Olympic games,https://www.economist.com/graphic-detail/2016/08/05/a-brief-history-of-the-olympic-games,"    {'id':281,'eg_title':A brief history of the Olympic games,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2016/08/05/a-brief-history-of-the-olympic-games},"
282,economist,Characteristics of incoming British prime ministers,https://www.economist.com/graphic-detail/2016/07/13/characteristics-of-incoming-british-prime-ministers,"    {'id':282,'eg_title':Characteristics of incoming British prime ministers,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2016/07/13/characteristics-of-incoming-british-prime-ministers},"
283,economist,Iraq’s deadly war,https://www.economist.com/graphic-detail/2016/07/08/iraqs-deadly-war,"    {'id':283,'eg_title':Iraq’s deadly war,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2016/07/08/iraqs-deadly-war},"
284,economist,British military deaths,https://www.economist.com/graphic-detail/2016/07/06/british-military-deaths,"    {'id':284,'eg_title':British military deaths,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2016/07/06/british-military-deaths},"
285,economist,Can tuna prices predict Japan’s GDP growth?,https://www.economist.com/graphic-detail/2017/01/10/can-tuna-prices-predict-japans-gdp-growth,"    {'id':285,'eg_title':Can tuna prices predict Japan’s GDP growth?,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2017/01/10/can-tuna-prices-predict-japans-gdp-growth},"
286,economist,America’s electoral college and the popular vote,https://www.economist.com/graphic-detail/2016/12/28/americas-electoral-college-and-the-popular-vote,"    {'id':286,'eg_title':America’s electoral college and the popular vote,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2016/12/28/americas-electoral-college-and-the-popular-vote},"
287,economist,The market for unwanted gift vouchers,https://www.economist.com/graphic-detail/2016/12/29/the-market-for-unwanted-gift-vouchers,"    {'id':287,'eg_title':The market for unwanted gift vouchers,'eg_source':economist,'eg_link':https://www.economist.com/graphic-detail/2016/12/29/the-market-for-unwanted-gift-vouchers},"
288,pinterest,Barack Obama and John McCain have raised millions of dollars for their presidential campaign,https://www.pinterest.com/pin/449445237791798224/,"    {'id':288,'eg_title':Barack Obama and John McCain have raised millions of dollars for their presidential campaign,'eg_source':pinterest,'eg_link':https://www.pinterest.com/pin/449445237791798224/},"
289,pinterest,American History-Alcohol ,https://www.pinterest.com/pin/374854368978085187/,"    {'id':289,'eg_title':American History-Alcohol ,'eg_source':pinterest,'eg_link':https://www.pinterest.com/pin/374854368978085187/},"
290,pinterest,"Weed, the People.",https://www.pinterest.com/pin/283234264039318852/,"    {'id':290,'eg_title':Weed, the People.,'eg_source':pinterest,'eg_link':https://www.pinterest.com/pin/283234264039318852/},"
291,visually,"Hamburgers: America's Favorate, By the Numbers",https://visual.ly/community/Infographics/food/hamburgers-economics-americas-favorite-food,"    {'id':291,'eg_title':Hamburgers: America's Favorate, By the Numbers,'eg_source':visually,'eg_link':https://visual.ly/community/Infographics/food/hamburgers-economics-americas-favorite-food},"
292,visually,Food Profiles Of Self-Described Liberals Vs. Conservatives,https://visual.ly/community/Infographics/food/food-profiles-self-described-liberals-vs-conservatives,"    {'id':292,'eg_title':Food Profiles Of Self-Described Liberals Vs. Conservatives,'eg_source':visually,'eg_link':https://visual.ly/community/Infographics/food/food-profiles-self-described-liberals-vs-conservatives},"
293,dailyinfographic,One Nation Under Hops,https://www.dailyinfographic.com/one-nation-under-hops-infographic,"    {'id':293,'eg_title':One Nation Under Hops,'eg_source':dailyinfographic,'eg_link':https://www.dailyinfographic.com/one-nation-under-hops-infographic},"
294,dailyinfographic,A Simple Timeline of China’s Economic Development,https://www.dailyinfographic.com/chinese-economics,"    {'id':294,'eg_title':A Simple Timeline of China’s Economic Development,'eg_source':dailyinfographic,'eg_link':https://www.dailyinfographic.com/chinese-economics},"
295,dailyinfographic,Breaking Dad,https://www.dailyinfographic.com/fathers-day-facts,"    {'id':295,'eg_title':Breaking Dad,'eg_source':dailyinfographic,'eg_link':https://www.dailyinfographic.com/fathers-day-facts},"
296,dailyinfographic,Marvel Characters With The Highest Film Kill Counts,https://www.dailyinfographic.com/marvel-kill-counts,"    {'id':296,'eg_title':Marvel Characters With The Highest Film Kill Counts,'eg_source':dailyinfographic,'eg_link':https://www.dailyinfographic.com/marvel-kill-counts},"
297,dailyinfographic,Where Are You Most Likely To Spot UFOs?,https://www.dailyinfographic.com/ufo-sightings-ranked,"    {'id':297,'eg_title':Where Are You Most Likely To Spot UFOs?,'eg_source':dailyinfographic,'eg_link':https://www.dailyinfographic.com/ufo-sightings-ranked},"
298,dailyinfographic,What Do The Happiest Countries Have In Common?,https://www.dailyinfographic.com/happiest-countries,"    {'id':298,'eg_title':What Do The Happiest Countries Have In Common?,'eg_source':dailyinfographic,'eg_link':https://www.dailyinfographic.com/happiest-countries},"
299,dailyinfographic,"The 20 Most Populous Cities In The World, Ranked",https://www.dailyinfographic.com/most-populous-cities,"    {'id':299,'eg_title':The 20 Most Populous Cities In The World, Ranked,'eg_source':dailyinfographic,'eg_link':https://www.dailyinfographic.com/most-populous-cities},"
300,behance,21st - Century Exodus,https://www.behance.net/gallery/56127009/WIRED-US-21st-Century-Exodus,"    {'id':300,'eg_title':21st - Century Exodus,'eg_source':behance,'eg_link':https://www.behance.net/gallery/56127009/WIRED-US-21st-Century-Exodus},"
301,behance,Techlash? America's Growing Concern with Major Technology Companies,https://www.behance.net/gallery/93899355/GALLUP-KNIGHT-FOUNDATION-Techlash/modules/542549455,"    {'id':301,'eg_title':Techlash? America's Growing Concern with Major Technology Companies,'eg_source':behance,'eg_link':https://www.behance.net/gallery/93899355/GALLUP-KNIGHT-FOUNDATION-Techlash/modules/542549455},"
302,behance,Techlash? America's Growing Concern with Major Technology Companies,https://www.behance.net/gallery/93899355/GALLUP-KNIGHT-FOUNDATION-Techlash/modules/542549453,"    {'id':302,'eg_title':Techlash? America's Growing Concern with Major Technology Companies,'eg_source':behance,'eg_link':https://www.behance.net/gallery/93899355/GALLUP-KNIGHT-FOUNDATION-Techlash/modules/542549453},"
303,behance,Tiere In Zahlen,https://www.behance.net/gallery/117973643/KULTURAUSTAUSCH-Tiere-In-Zahlen,"    {'id':303,'eg_title':Tiere In Zahlen,'eg_source':behance,'eg_link':https://www.behance.net/gallery/117973643/KULTURAUSTAUSCH-Tiere-In-Zahlen},"
304,behance,Tiere In Zahlen,https://www.behance.net/gallery/117973643/KULTURAUSTAUSCH-Tiere-In-Zahlen,"    {'id':304,'eg_title':Tiere In Zahlen,'eg_source':behance,'eg_link':https://www.behance.net/gallery/117973643/KULTURAUSTAUSCH-Tiere-In-Zahlen},"
305,postgraphics,Colleges want students to get a coronavirus vaccine. But they’re split on requiring the shots,https://www.washingtonpost.com/education/2021/06/23/colleges-covid-vaccine-mandates-divide/?utm_medium=social&utm_campaign=wp_graphics&utm_source=twitter,"    {'id':305,'eg_title':Colleges want students to get a coronavirus vaccine. But they’re split on requiring the shots,'eg_source':postgraphics,'eg_link':https://www.washingtonpost.com/education/2021/06/23/colleges-covid-vaccine-mandates-divide/?utm_medium=social&utm_campaign=wp_graphics&utm_source=twitter},"
306,postgraphics,"2020 was the deadliest gun violence year in decades. So far, 2021 is worse.",https://www.washingtonpost.com/nation/2021/06/14/2021-gun-violence/?utm_medium=social&utm_source=twitter&utm_campaign=wp_graphics,"    {'id':306,'eg_title':2020 was the deadliest gun violence year in decades. So far, 2021 is worse.,'eg_source':postgraphics,'eg_link':https://www.washingtonpost.com/nation/2021/06/14/2021-gun-violence/?utm_medium=social&utm_source=twitter&utm_campaign=wp_graphics},"
307,postgraphics,"2020 was the deadliest gun violence year in decades. So far, 2021 is worse.",https://www.washingtonpost.com/nation/2021/06/14/2021-gun-violence/?utm_medium=social&utm_source=twitter&utm_campaign=wp_graphics,"    {'id':307,'eg_title':2020 was the deadliest gun violence year in decades. So far, 2021 is worse.,'eg_source':postgraphics,'eg_link':https://www.washingtonpost.com/nation/2021/06/14/2021-gun-violence/?utm_medium=social&utm_source=twitter&utm_campaign=wp_graphics},"
308,postgraphics,"2020 was the deadliest gun violence year in decades. So far, 2021 is worse.",https://www.washingtonpost.com/nation/2021/06/14/2021-gun-violence/?utm_medium=social&utm_source=twitter&utm_campaign=wp_graphics,"    {'id':308,'eg_title':2020 was the deadliest gun violence year in decades. So far, 2021 is worse.,'eg_source':postgraphics,'eg_link':https://www.washingtonpost.com/nation/2021/06/14/2021-gun-violence/?utm_medium=social&utm_source=twitter&utm_campaign=wp_graphics},"
309,postgraphics,"2020 was the deadliest gun violence year in decades. So far, 2021 is worse.",https://www.washingtonpost.com/nation/2021/06/14/2021-gun-violence/?utm_medium=social&utm_source=twitter&utm_campaign=wp_graphics,"    {'id':309,'eg_title':2020 was the deadliest gun violence year in decades. So far, 2021 is worse.,'eg_source':postgraphics,'eg_link':https://www.washingtonpost.com/nation/2021/06/14/2021-gun-violence/?utm_medium=social&utm_source=twitter&utm_campaign=wp_graphics},"
310,postgraphics,The Technology 202: Biden administration full of officials who worked for prominent tech companies,https://twitter.com/PostGraphics/status/1407355527663861763/photo/1,"    {'id':310,'eg_title':The Technology 202: Biden administration full of officials who worked for prominent tech companies,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1407355527663861763/photo/1},"
311,postgraphics,Colleges want students to get a coronavirus vaccine. But they’re split on requiring the shots,https://twitter.com/PostGraphics/status/1407692462525751297/photo/1,"    {'id':311,'eg_title':Colleges want students to get a coronavirus vaccine. But they’re split on requiring the shots,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1407692462525751297/photo/1},"
312,postgraphics,"Biden nominated as many minority
women to be judges in four months as
Trump had confirmed in four years",https://twitter.com/PostGraphics/status/1406355133156442116/photo/1,"    {'id':312,'eg_title':Biden nominated as many minority
women to be judges in four months as
Trump had confirmed in four years,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1406355133156442116/photo/1},"
313,postgraphics,Anatomy of Japan’s joyless Olympics: A hyper-cautious bureaucracy and slow vaccine rollout,https://twitter.com/PostGraphics/status/1403026779355418630/photo/1,"    {'id':313,'eg_title':Anatomy of Japan’s joyless Olympics: A hyper-cautious bureaucracy and slow vaccine rollout,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1403026779355418630/photo/1},"
314,postgraphics,Covid pushed millions worldwide from the middle class to poverty. One man is trying to work his way back,https://twitter.com/PostGraphics/status/1399712746346844166/photo/1,"    {'id':314,'eg_title':Covid pushed millions worldwide from the middle class to poverty. One man is trying to work his way back,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1399712746346844166/photo/1},"
315,postgraphics,Concerns about missing work may be a barrier to coronavirus vaccination,https://twitter.com/PostGraphics/status/1399501413403828231/photo/1,"    {'id':315,'eg_title':Concerns about missing work may be a barrier to coronavirus vaccination,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1399501413403828231/photo/1},"
316,postgraphics,Rio police were ordered to limit favela raids during the pandemic. They’re still killing hundreds of people.,https://twitter.com/PostGraphics/status/1395531863029059584/photo/1,"    {'id':316,'eg_title':Rio police were ordered to limit favela raids during the pandemic. They’re still killing hundreds of people.,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1395531863029059584/photo/1},"
317,postgraphics,Which States Have Become America's Place to Be,https://twitter.com/PostGraphics/status/1394089424141656064/photo/1,"    {'id':317,'eg_title':Which States Have Become America's Place to Be,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1394089424141656064/photo/1},"
318,postgraphics,NOAA unveils new U.S. climate ‘normals’ that are warmer than ever,https://twitter.com/PostGraphics/status/1393989802446426116/photo/1,"    {'id':318,'eg_title':NOAA unveils new U.S. climate ‘normals’ that are warmer than ever,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1393989802446426116/photo/1},"
319,postgraphics,Joe Biden has picked 341 nominees to fill key roles in his administration so far,https://twitter.com/PostGraphics/status/1387858089391558656/photo/1,"    {'id':319,'eg_title':Joe Biden has picked 341 nominees to fill key roles in his administration so far,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1387858089391558656/photo/1},"
320,postgraphics,"2020 Census shows U.S. population
grew at slowest pace since the 1930s",https://twitter.com/washingtonpost/status/1387128024567529476/photo/1,"    {'id':320,'eg_title':2020 Census shows U.S. population
grew at slowest pace since the 1930s,'eg_source':postgraphics,'eg_link':https://twitter.com/washingtonpost/status/1387128024567529476/photo/1},"
321,postgraphics,"Here’s just how unequal
the global coronavirus
vaccine rollout has been",https://twitter.com/PostGraphics/status/1385319920104316930/photo/1,"    {'id':321,'eg_title':Here’s just how unequal
the global coronavirus
vaccine rollout has been,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1385319920104316930/photo/1},"
322,postgraphics,India's Covid Surge is Bringing its  Healthcare system to the Brink,https://twitter.com/PostGraphics/status/1384540914404691970/photo/1,"    {'id':322,'eg_title':India's Covid Surge is Bringing its  Healthcare system to the Brink,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1384540914404691970/photo/1},"
323,postgraphics,Weekday Rail Commuting Peaks Soften Amid the Pandemic,https://twitter.com/PostGraphics,"    {'id':323,'eg_title':Weekday Rail Commuting Peaks Soften Amid the Pandemic,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics},"
324,postgraphics,Smallest Ridership in Predominantly Black and Hispanic Communities,https://twitter.com/PostGraphics/status/1383766514277388297/photo/1,"    {'id':324,'eg_title':Smallest Ridership in Predominantly Black and Hispanic Communities,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1383766514277388297/photo/1},"
325,postgraphics,Decline in Ridership on Metrorail,https://twitter.com/PostGraphics/status/1383122111988969473/photo/1,"    {'id':325,'eg_title':Decline in Ridership on Metrorail,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1383122111988969473/photo/1},"
326,postgraphics,Biden's Circuit Court Nominees,https://twitter.com/PostGraphics/status/1376974404345860102/photo/1,"    {'id':326,'eg_title':Biden's Circuit Court Nominees,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1376974404345860102/photo/1},"
327,postgraphics,Vessel Traffic at the Sues Canal After Blockage,https://twitter.com/PostGraphics/status/1375288937418199040/photo/1,"    {'id':327,'eg_title':Vessel Traffic at the Sues Canal After Blockage,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1375288937418199040/photo/1},"
328,postgraphics,Unaccompanied Minors in HHS Custody by Month,https://twitter.com/AdrianBlancoR/status/1370158665727086592/photo/1,"    {'id':328,'eg_title':Unaccompanied Minors in HHS Custody by Month,'eg_source':postgraphics,'eg_link':https://twitter.com/AdrianBlancoR/status/1370158665727086592/photo/1},"
329,postgraphics,"Russia, Turkey Are Sending Fighters and Weapons into Libya, Dashing Hopes For Freedom and Democracy Prompted by Arab Spring",https://twitter.com/PostGraphics/status/1365000509577256963/photo/1,"    {'id':329,'eg_title':Russia, Turkey Are Sending Fighters and Weapons into Libya, Dashing Hopes For Freedom and Democracy Prompted by Arab Spring,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1365000509577256963/photo/1},"
330,postgraphics,"500,000 Coronavirus Deaths Visualized: A Number Almost Too Large to Grasp",https://twitter.com/PostGraphics/status/1363553800292859905/photo/1,"    {'id':330,'eg_title':500,000 Coronavirus Deaths Visualized: A Number Almost Too Large to Grasp,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1363553800292859905/photo/1},"
331,postgraphics,"Who talked the most during
Trump’s second impeachment trial",https://twitter.com/PostGraphics/status/1361087847994908678/photo/1,"    {'id':331,'eg_title':Who talked the most during
Trump’s second impeachment trial,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1361087847994908678/photo/1},"
332,postgraphics,Biden Cabinet Secretaries' Comfirmation So Far,https://twitter.com/PostGraphics/status/1356715459618484224/photo/1,"    {'id':332,'eg_title':Biden Cabinet Secretaries' Comfirmation So Far,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1356715459618484224/photo/1},"
333,postgraphics,Mexico's Disappeared Since 2006,https://twitter.com/PostGraphics/status/1336099904519888897/photo/1,"    {'id':333,'eg_title':Mexico's Disappeared Since 2006,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1336099904519888897/photo/1},"
334,postgraphics,Counties Where Turnout Increased At Least Seven Percentage Points,https://twitter.com/PostGraphics/status/1333561631943634944/photo/1,"    {'id':334,'eg_title':Counties Where Turnout Increased At Least Seven Percentage Points,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1333561631943634944/photo/1},"
335,postgraphics,20 million Americans didn’t vote in 2016′s closest battlegrounds,https://twitter.com/PostGraphics/status/1323405807107612673/photo/1,"    {'id':335,'eg_title':20 million Americans didn’t vote in 2016′s closest battlegrounds,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1323405807107612673/photo/1},"
336,postgraphics,Segregated from opportunity,https://twitter.com/PostGraphics/status/1317489174816165889/photo/1,"    {'id':336,'eg_title':Segregated from opportunity,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1317489174816165889/photo/1},"
337,postgraphics,Major Remittance Flows Across the Globe,https://twitter.com/PostGraphics/status/1312845872158441472/photo/1,"    {'id':337,'eg_title':Major Remittance Flows Across the Globe,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1312845872158441472/photo/1},"
338,postgraphics,Major Remittance Flows to India in 2019,https://twitter.com/PostGraphics/status/1311784619436658693/photo/1,"    {'id':338,'eg_title':Major Remittance Flows to India in 2019,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1311784619436658693/photo/1},"
339,postgraphics,The volume has been turned up on everything’: Pandemic places alarming pressure on transgender mental health,https://twitter.com/PostGraphics/status/1295836405546078218/photo/1,"    {'id':339,'eg_title':The volume has been turned up on everything’: Pandemic places alarming pressure on transgender mental health,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1295836405546078218/photo/1},"
340,postgraphics,"Covid-19's Toll Felt Around The Country as Deaths Reach 150,000",https://twitter.com/PostGraphics/status/1289553583306706944/photo/1,"    {'id':340,'eg_title':Covid-19's Toll Felt Around The Country as Deaths Reach 150,000,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1289553583306706944/photo/1},"
341,postgraphics,Covid-19 Continues to Cause 1 out of Every 5 Deaths Among Hispanic and Native Americans,https://twitter.com/PostGraphics/status/1289328181489655816/photo/1,"    {'id':341,'eg_title':Covid-19 Continues to Cause 1 out of Every 5 Deaths Among Hispanic and Native Americans,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1289328181489655816/photo/1},"
342,postgraphics,Spike Protein Mutation Takes Over,https://twitter.com/PostGraphics/status/1277694119729602560/photo/1,"    {'id':342,'eg_title':Spike Protein Mutation Takes Over,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1277694119729602560/photo/1},"
343,postgraphics,Where Cases Are Spiking,https://twitter.com/PostGraphics/status/1271084892223389696/photo/1,"    {'id':343,'eg_title':Where Cases Are Spiking,'eg_source':postgraphics,'eg_link':https://twitter.com/PostGraphics/status/1271084892223389696/photo/1},"
